"id","title","status","type","year","semester","link","pid","image","departmentlink","department"
"iahperson_00000086","Diane Leonard","A","faculty fellow",1990,"Summer 1989","http://englishcomplit.unc.edu/people/leonardd",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000123","Geoffrey Sayre-McCord","A","faculty fellow",1990,"Spring 1990","http://philosophy.unc.edu/people/geoffrey-sayre-mccord/",,"http://philosophy.unc.edu/files/2013/10/Sayre-McCord.jpeg",,"Philosophy"
"iahperson_00000121","Gary W. Marks","A","faculty fellow",1990,"Fall 1989","http://politicalscience.unc.edu/staff/gary-marks/",,"http://politicalscience.unc.edu/files/2015/05/marks-e1433964727335.png",,"Political Science"
"iahperson_00000351","Rosa Perelmuter","A","faculty fellow",1990,"Spring 1990","http://romancestudies.unc.edu/faculty/rosa-perelmuter/",,"http://romancestudies.unc.edu/files/2015/06/Rosa-wpcf_300x300.jpg",,"Romance Studies"
"iahperson_00000320","Patrick P. O'Neill","A","faculty fellow",1991,"Fall 1990","http://englishcomplit.unc.edu/people/oneillp",,"http://englishcomplit.unc.edu/sites/default/files/pon2.JPG",,"English & Comparative Literature"
"iahperson_00000277","Mary Pardo","A","faculty fellow",1992,"Summer 1991","http://art.unc.edu/art-history/faculty/mary-pardo/",,"open-iconic/png/person-8x.png",,"Art"
"iahperson_00000313","Pamela Conover","A","faculty fellow",1992,"Fall 1991","http://politicalscience.unc.edu/staff/pamela-conover/",,"http://politicalscience.unc.edu/files/2015/05/conover.jpg",,"Political Science"
"iahperson_00000029","Bart Ehrman","A","faculty fellow",1992,"Spring 1992","http://religion.unc.edu/_people/full-time-faculty/ehrman/",,"http://religion.sites.unc.edu/files/2014/08/Ehrman.jpg",,"Religious Studies"
"iahperson_00000152","James W. Coleman","A","faculty fellow",1993,"Fall 1992","http://englishcomplit.unc.edu/people/colemanj",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000163","Jeanne Moskal","A","faculty fellow",1993,"Fall 1992","http://englishcomplit.unc.edu/people/moskalj",,"http://englishcomplit.unc.edu/sites/default/files/Mosgal.png",,"English & Comparative Literature"
"iahperson_00000185","John C. Chasteen","A","faculty fellow",1993,"Spring 1993","http://history.unc.edu/people/faculty/john-charles-chasteen/",,"http://history.unc.edu/files/2012/03/photo_small-81.jpeg",,"History"
"iahperson_00000190","John Nadas","A","faculty fellow",1993,"Spring 1993","http://music.unc.edu/people/musicfaculty/john-l-nadas/",,"http://music.unc.edu/files/2014/12/IMG_2033-768x512.jpg",,"Music"
"iahperson_00000008","Alicia Rivero","A","faculty fellow",1993,"Spring 1993","http://romancestudies.unc.edu/faculty/alicia-rivero/",,"http://romancestudies.unc.edu/files/2015/06/Rivero-Alicia-wpcf_300x300.jpg",,"Romance Studies"
"iahperson_00000193","John V. Orth","A","faculty fellow",1993,"Fall 1992","http://www.law.unc.edu/faculty/directory/orthjohnv/",,"http://static.law.unc.edu/images/image.ashx?personnelid=44&typeid=9",,"Law School"
"iahperson_00000223","Kenneth Janken","A","faculty fellow",1994,"Spring 1994","http://aaad.unc.edu/faculty-staff/kenneth-janken/",,"http://aaad.unc.edu/files/2014/02/janken_kenneth_15_016-smallest.jpg",,"Department of African, African American, and Diaspora Studies"
"iahperson_00000002","Adam Versenyi","A","faculty fellow",1994,"Fall 1993","http://drama.unc.edu/adam-versenyi/",,"http://drama.unc.edu/files/2013/11/adamversenyi.jpg",,"Dramatic Art"
"iahperson_00000184","John C. Boger","A","faculty fellow",1994,"Fall 1993","http://www.law.unc.edu/faculty/directory/bogerjohncharles/",,"http://static.law.unc.edu/images/image.ashx?personnelid=6&typeid=9",,"Law School"
"iahperson_00000205","Judith Wegner","A","faculty fellow",1994,"Spring 1994","http://www.law.unc.edu/faculty/directory/wegnerjudithwelch/",,,,"Law School"
"iahperson_00000456","Judith Wenger","A","faculty fellow",1994,"Spring 1994","http://www.law.unc.edu/faculty/directory/wegnerjudithwelch/",,"http://static.law.unc.edu/images/image.ashx?personnelid=53&typeid=9",,"Law School"
"iahperson_00000067","Craig Turner","A","faculty fellow",1995,"Summer 1994","http://drama.unc.edu/craig-turner/",,"http://drama.unc.edu/files/2013/11/craigturner.jpg",,"Dramatic Art"
"iahperson_00000343","Ritchie D. Kendall","A","faculty fellow",1995,"Fall 1994","http://englishcomplit.unc.edu/people/kendallr",,"http://englishcomplit.unc.edu/sites/default/files/kendallr.jpg",,"English & Comparative Literature"
"iahperson_00000189","John McGowan","A","faculty fellow",1995,"Fall 1994","http://englishcomplit.unc.edu/people/mcgowanj",,"http://englishcomplit.unc.edu/sites/default/files/mcgowanj2.jpg",,"English & Comparative Literature"
"iahperson_00000324","Peter Coclanis","A","faculty fellow",1995,"Summer 1994","http://history.unc.edu/people/faculty/peter-coclanis/",,"http://history.unc.edu/files/2012/03/coclanis-e1333656425186.jpg",,"History"
"iahperson_00000373","Simon Blackburn","A","faculty fellow",1995,"Fall 1994","http://philosophy.unc.edu/people/simon-blackburn/",,"http://philosophy.unc.edu/files/2013/10/Simon-Blackburn.jpeg",,"Philosophy"
"iahperson_00000093","Donald Searing","A","faculty fellow",1995,"Spring 1995","http://politicalscience.unc.edu/staff/donald-searing/",,"http://politicalscience.unc.edu/files/2015/05/searing.jpg",,"Political Science"
"iahperson_00000034","Beverly Taylor","A","faculty fellow","1995; 2017","Spring 1995; Spring 2017","http://englishcomplit.unc.edu/people/taylorb",704269284,"http://englishcomplit.unc.edu/sites/default/files/taylorb.jpg","http://englishcomplit.unc.edu/","English & Comparative Literature"
"iahperson_00000194","Jonathan Hartlyn","A","faculty fellow",1997,"Fall 1996","http://college.unc.edu/administrationcontacts/jonathan-hartlyn-senior-associate-dean-for-social-sciences-and-global-programs/",,"http://college.unc.edu/files/2012/01/Hartlyn_Jonathan-4-final-600x900.jpg",,"College of Arts and Sciences"
"iahperson_00000238","Lawrence Grossberg","A","faculty fellow",1997,"Fall 1996","http://comm.unc.edu/faculty-and-staff/faculty/lawrence-grossberg/",,"http://comm.unc.edu/files/2011/11/grossberg.jpeg",,"Communication"
"iahperson_00000146","James Leloudis","A","faculty fellow",1997,"Spring 1997","http://history.unc.edu/people/faculty/james-l-leloudis/",,"http://history.unc.edu/files/2012/06/p_biopic_leloudis.jpg",,"History"
"iahperson_00000254","Lynda Stone","A","faculty fellow",1997,"Fall 1996","http://soe.unc.edu/fac_research/faculty/stone.php",,"http://soe.unc.edu/fac_research/faculty/img_fac/stone.jpg",,"School of Education"
"iahperson_00000314","Pamela Cooper","A","faculty fellow",1998,"Fall 1997","http://englishcomplit.unc.edu/people/cooperp",,"http://englishcomplit.unc.edu/sites/default/files/cooperp.jpg",,"English & Comparative Literature"
"iahperson_00000200","Joy Kasson","A","faculty fellow",1998,"Spring 1998","http://englishcomplit.unc.edu/people/kassonj",,"http://englishcomplit.unc.edu/sites/default/files/kassonj1.jpg",,"English & Comparative Literature"
"iahperson_00000399","Theodore Leinbaugh","A","faculty fellow",1998,"Fall 1997","http://englishcomplit.unc.edu/people/leinbaught",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000083","Della Pollock","A","faculty fellow",1999,"Fall 1998","http://comm.unc.edu/faculty-and-staff/faculty/della-pollock/",,"http://comm.unc.edu/files/2011/11/pollock.jpeg",,"Communication"
"iahperson_00000405","Thomas Reinert","A","faculty fellow",1999,"Fall 1998","http://englishcomplit.unc.edu/people/reinertt",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000395","Terry McIntosh","A","faculty fellow",1999,"Fall 1998","http://history.unc.edu/people/faculty/terence-v-mcintosh/",,"open-iconic/png/person-8x.png",,"History"
"iahperson_00000270","Mark McCombs","A","faculty fellow",1999,"Spring 1999","http://math.unc.edu/people/faculty/mark-mccombs",,"http://math.unc.edu/people/images/copy_of_faculty/markmccombs.jpg/image_mini",,"Math"
"iahperson_00000268","Mark Evan Bonds","A","faculty fellow",1999,"Spring 1999","http://music.unc.edu/people/musicfaculty/mark-evan-bonds/",,"http://music.unc.edu/files/2014/12/Bonds-Web1.jpg",,"Music"
"iahperson_00000416","Valerie Ann (Johnson) Kaalund","A","faculty fellow",1999,"Fall 1998","http://www.law.unc.edu/faculty/directory/johnsonvaleriea/",,"http://static.law.unc.edu/images/image.ashx?personnelid=985&typeid=9",,"Law School"
"iahperson_00000013","Altha Cravey","A","faculty fellow",2000,"Spring 2000","http://craveya.web.unc.edu/",,"http://geography.unc.edu/files/2014/06/cravey.jpg",,"Geography"
"iahperson_00000249","Louis Perez","A","faculty fellow",2000,"Spring 2000","http://history.unc.edu/people/faculty/louis-a-perez-jr/",,"http://history.unc.edu/files/2012/03/photo_small-314.jpeg",,"History"
"iahperson_00000080","Debashis Aikat","A","faculty fellow",2000,"Spring 2000","http://mj.unc.edu/directory/faculty/debashis-aikat",,"open-iconic/png/person-8x.png",,"School of Media and Journalism"
"iahperson_00000419","Vincas Steponaitis","A","faculty fellow",2000,"Spring 2000","http://rla.unc.edu/personal/vps/",,"http://rla.unc.edu/personal/vps/vps160.jpg",,"Anthropology"
"iahperson_00000089","Donald Haggis","A","faculty fellow",2001,"Spring 2001","http://classics.unc.edu/people/faculty-2/donald-c-haggis/",,"https://classics.unc.edu/files/2013/07/Haggis-mug.jpg",,"Classics"
"iahperson_00000335","Reid Barbour","A","faculty fellow",2001,"Fall 2000","http://englishcomplit.unc.edu/people/barbourr",,"http://englishcomplit.unc.edu/sites/default/files/barbourr2.jpg",,"English & Comparative Literature"
"iahperson_00000199","Joseph S. Viscomi","A","faculty fellow",2001,"Spring 2001","http://englishcomplit.unc.edu/people/viscomij",,"http://englishcomplit.unc.edu/sites/default/files/viscomij.jpg",,"English & Comparative Literature"
"iahperson_00000363","Sarah Shields","A","faculty fellow",2001,"Spring 2001","http://history.unc.edu/people/faculty/sarah-d-shields/",,"http://history.unc.edu/files/2012/03/photo_small-45.jpeg",,"History"
"iahperson_00000055","Charles Kurzman","A","faculty fellow",2001,"Spring 2001","http://kurzman.unc.edu/",,"http://kurzman.unc.edu/files/2011/06/Kurzman_2007-300x199.jpg",,"Sociology"
"iahperson_00000127","Gerald Postema","A","faculty fellow",2001,"Fall 2000","http://www.law.unc.edu/faculty/directory/postemageraldj/",,"http://static.law.unc.edu/images/image.ashx?personnelid=45&typeid=9",,"Law School"
"iahperson_00000041","Carl W. Ernst","A","faculty fellow",2001,"Spring 2001","http://www.unc.edu/~cernst/",,"http://www.unc.edu/~cernst/ernst_carl_web_0.jpg",,"Religious Studies"
"iahperson_00000278","Mary Sheriff","A","faculty fellow",2002,"Spring 2002","http://art.unc.edu/art-history/faculty/mary-sheriff/",,"open-iconic/png/person-8x.png",,"Art"
"iahperson_00000175","Jim Hirschfield","A","faculty fellow",2002,"Fall 2001","http://art.unc.edu/studio-art/faculty/jim-hirschfield/",,"open-iconic/png/person-8x.png",,"Art"
"iahperson_00000273","Marsha Collins","A","faculty fellow",2002,"Fall 2001","http://englishcomplit.unc.edu/people/collinsm",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000411","Todd Taylor","A","faculty fellow",2002,"Spring 2002","http://englishcomplit.unc.edu/people/todd-taylor",,"http://englishcomplit.unc.edu/sites/default/files/TTaylorSoccer150.jpg",,"English & Comparative Literature"
"iahperson_00000036","Brent Wissick","A","faculty fellow",2002,"Fall 2001","http://music.unc.edu/people/musicfaculty/brent-wissick/",,"http://music.unc.edu/files/2014/09/Wissick-Web.jpg",,"Music"
"iahperson_00000396","Terry Rhodes","A","faculty fellow",2002,"Fall 2001","http://music.unc.edu/people/musicfaculty/terry-rhodes/",,"http://music.unc.edu/files/2014/12/IMG_8744edit_1-768x512.jpg",,"Music"
"iahperson_00000348","Roberta (Bobbi) Owen","A","faculty fellow",2002,"Fall 2001","http://www.unc.edu/~owenbob/",,"http://www.unc.edu/~owenbob/scrylage/Bobbi_Owen.jpg",,"Dramatic Art"
"iahperson_00000318","Patricia Sawin","A","faculty fellow",2003,"Fall 2002","http://americanstudies.unc.edu/patricia-sawin/",,"http://americanstudies.unc.edu/files/2012/09/sawin.jpeg",,"American Studies"
"iahperson_00000326","Peter Redfield","A","faculty fellow",2003,"Spring 2003","http://anthropology.unc.edu/person/peter-redfield/",,"http://anthropology.unc.edu/files/2013/10/redfield-145x150.jpeg",,"Anthropology"
"iahperson_00000100","Elin O'hara Slavick","A","faculty fellow",2003,"Fall 2002","http://art.unc.edu/studio-art/faculty/elin-ohara-slavick/",,"open-iconic/png/person-8x.png",,"Art"
"iahperson_00000120","Gang Yue","A","faculty fellow",2003,"Fall 2002","http://asianstudies.unc.edu/faculty/dr-gang-yue/",,"http://asianstudies.unc.edu/files/2014/12/people.yue_.photo_.jpg",,"Asian Studies"
"iahperson_00000317","Patricia Parker","A","faculty fellow",2003,"Fall 2002","http://comm.unc.edu/faculty-and-staff/faculty/patricia-parker/",,"http://comm.unc.edu/files/2011/10/Parker_Pat-2015-200x300.jpg",,"Communication"
"iahperson_00000174","Jessica Wolfe","A","faculty fellow",2003,"Spring 2003","http://englishcomplit.unc.edu/people/wolfej",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000428","William Barney","A","faculty fellow",2003,"Spring 2003","http://history.unc.edu/people/faculty/william-l-barney/",,"http://history.unc.edu/files/2012/03/photo_small-210.jpeg",,"History"
"iahperson_00000388","Susan Klebanow","A","faculty fellow",2003,"Spring 2003","http://music.unc.edu/people/musicfaculty/susan-klebanow/",,"http://music.unc.edu/files/2014/09/Klebanow-Web.jpg",,"Music"
"iahperson_00000380","Stephen Leonard","A","faculty fellow",2003,"Fall 2002","http://politicalscience.unc.edu/staff/stephen-leonard/",,"http://politicalscience.unc.edu/files/2015/05/leonard.jpg",,"Political Science"
"iahperson_00000365","Scott Warner","A","faculty fellow",2003,"Fall 2002",,,,,
"iahperson_00000212","Karla Slocum ","A","faculty fellow",2004,"Fall 2003","http://anthropology.unc.edu/person/karla-slocum/",,"http://anthropology.unc.edu/files/2013/11/Slocum-Photo-150x150.jpg",,"Anthropology"
"iahperson_00000376","Stella (Beth) Grabowski","A","faculty fellow",2004,"Fall 2003","http://art.unc.edu/studio-art/faculty/beth-grabowski/",,"open-iconic/png/person-8x.png",,"Art"
"iahperson_00000415","Tyler Curtain ","A","faculty fellow",2004,"Spring 2004","http://englishcomplit.unc.edu/people/curtaint",,"http://englishcomplit.unc.edu/sites/default/files/curtaint.jpg",,"English & Comparative Literature"
"iahperson_00000455","Donald Raleigh ","A","faculty fellow",2004,"Spring 2004","http://history.unc.edu/people/faculty/donald-j-raleigh/",,"http://history.unc.edu/files/2012/06/Don-in-China-225x300.jpg",,"History"
"iahperson_00000215","Kathryn Burns ","A","faculty fellow",2004,"Fall 2003","http://history.unc.edu/people/faculty/kathryn-j-burns/",,"https://history.unc.edu/files/2012/06/Burns-Crop.jpg",,"History"
"iahperson_00000021","Annegret Fauser","A","faculty fellow",2004,"Spring 2004","http://music.unc.edu/people/musicfaculty/annegret-fauser/",,"http://music.unc.edu/files/2014/12/fauser2.jpg",,"Music"
"iahperson_00000386","Susan Bickford ","A","faculty fellow",2004,"Spring 2004","http://politicalscience.unc.edu/staff/susan-bickford/",,"http://politicalscience.unc.edu/files/2015/05/bickford.jpg",,"Political Science"
"iahperson_00000332","Randall Styers ","A","faculty fellow",2004,"Spring 2004","http://religion.unc.edu/_people/full-time-faculty/styers/",,"http://religion.sites.unc.edu/files/2013/12/Styers.jpg",,"Religious Studies"
"iahperson_00000225","Kevin Stewart ","A","faculty fellow",2004,"Fall 2003","http://www.geosci.unc.edu/page/kevin-g-stewart",,"http://www.geosci.unc.edu/files/images/stewart.jpg",,"Geological Sciences"
"iahperson_00000291","Michael Lambert ","A","faculty fellow",2004,"Spring 2004","https://afriafam.unc.edu/people/michael-lambert",,"https://afriafam.unc.edu/people/michael_lambert.jpg/image_preview",,"African, African American, and Diaspora Studies"
"iahperson_00000371","Silvia Tomaskova","A","faculty fellow",2005,"Fall 2004","http://anthropology.unc.edu/person/silvia-tomaskova/",,"http://anthropology.unc.edu/files/2013/11/tomas-145x150.jpeg",,"Anthropology"
"iahperson_00000417","Valerie Lambert","A","faculty fellow",2005,"Spring 2005","http://anthropology.unc.edu/person/valerie-lambert/",,"http://anthropology.unc.edu/files/2013/11/Lambert-150x150.jpg",,"Anthropology"
"iahperson_00000454","Li-ling Hsaio","A","faculty fellow",2005,"Spring 2005","http://asianstudies.unc.edu/faculty/dr-li-ling-hsiao/",,"http://asianstudies.unc.edu/files/2014/12/people.hsiao_.photo_.jpg",,"Asian Studies"
"iahperson_00000425","Wendan Li","A","faculty fellow",2005,"Fall 2004","http://asianstudies.unc.edu/faculty/dr-wendan-li/",,"http://asianstudies.unc.edu/files/2014/12/people.li_.photo_.jpg",,"Asian Studies"
"iahperson_00000262","María DeGuzmán ","A","faculty fellow",2005,"Fall 2004","http://englishcomplit.unc.edu/people/deguzm%C3%A1nm",,"http://englishcomplit.unc.edu/sites/default/files/deguzmanm.jpg",,"English & Comparative Literature"
"iahperson_00000275","Mary Floyd-Wilson","A","faculty fellow",2005,"Fall 2004","http://englishcomplit.unc.edu/people/floydwilsonm",,"http://englishcomplit.unc.edu/sites/default/files/floyd-wilson2_0.jpg",,"English & Comparative Literature"
"iahperson_00000235","Laurie Langbauer","A","faculty fellow",2005,"Spring 2005","http://englishcomplit.unc.edu/people/langbauerl",,"open-iconic/png/person-8x.png",,"English & Comparative Literature"
"iahperson_00000281","Megan Matchinske","A","faculty fellow",2005,"Spring 2005","http://englishcomplit.unc.edu/people/matchinskem",,"http://englishcomplit.unc.edu/sites/default/files/mmatchinske.JPG",,"English & Comparative Literature"
"iahperson_00000112","Fitz Brundage","A","faculty fellow",2005,"Fall 2004","http://history.unc.edu/people/faculty/w-fitzhugh-brundage/",,"http://history.unc.edu/files/2012/03/photo_small-41.jpeg",,"History"
"iahperson_00000402","Thomas Hill","A","faculty fellow",2005,"Spring 2005","http://philosophy.unc.edu/people/thomas-e-hill/",,"http://philosophy.unc.edu/files/2013/10/thomas.png",,"Philosophy"
"iahperson_00000300","Milada Vachudova","A","faculty fellow",2005,"Spring 2005","http://politicalscience.unc.edu/staff/milada-vachudova/",,"http://politicalscience.unc.edu/files/2015/05/vachudova.jpg",,"Political Science"
"iahperson_00000436","Yaakov Ariel","A","faculty fellow",2005,"Fall 2004","http://religion.unc.edu/_people/full-time-faculty/ariel/",,"http://religion.sites.unc.edu/files/2014/08/Ariel.jpg",,"Religious Studies"
"iahperson_00000237","Laurie McNeil","A","faculty fellow",2005,"Fall 2004","http://user.physics.unc.edu/~mcneil/home.html",,"http://user.physics.unc.edu/~mcneil/covergirl.jpg",,"Physics and Astronomy"
"iahperson_00000052","Charlene Regester","A","faculty fellow",2006,"Fall 2005","http://aaad.unc.edu/faculty-staff/charlene-regester/",,"open-iconic/png/person-8x.png",,"Department of African, African American, and Diaspora Studies"
"iahperson_00000065","Cori Dauber","A","faculty fellow",2006,"Fall 2005","http://comm.unc.edu/faculty-and-staff/faculty/cori-e-dauber/",,"http://comm.unc.edu/files/2011/11/image_preview.jpeg",,"Communication"
"iahperson_00000295","Michael Waltman","A","faculty fellow",2006,"Spring 2006","http://comm.unc.edu/faculty-and-staff/faculty/michael-s-waltman/",,"http://comm.unc.edu/files/2011/11/waltman.jpeg",,"Communication"
